title,company_name,location,via,date_time,salary_standardized,description_tokens
"Business Analyst, Data Analytics",Planned Systems International,Anywhere,via LinkedIn,2023-05-31 03:00:30.260899,,"r, github, aws, communication, looker, azure, python, data lakes, tableau, mysql, postgres, excel, machine learning, sql, hadoop, aurora, pyspark, matlab, jira, power bi"
Strategic Buyer/Data Analyst,Blueprint Automation,United States,via Trabajo.org,2023-05-31 03:00:30.260899,,"time management, communication, detail oriented, critical thinking, excel, sql, flexibility"
Data Quality Analyst,Childrens Hospital Association,"Lenexa, KS",via ZipRecruiter,2023-05-31 03:00:30.260899,,
Global Commercial Data Analyst - Data Governance,Viatris,Anywhere,via LinkedIn,2023-05-31 03:00:30.260899,,"communication, azure, machine learning, interpersonal skills, sql, python"
Data Analyst with Security Clearance,Lockheed Martin,"Springfield, MO",via Trabajo.org,2023-05-31 03:00:30.260899,,"r, integrity, decision making, python, matlab, flexibility"
Business Operations Data Analyst,Memorial Health University Medical Center,"Springfield, MO",via Trabajo.org,2023-05-31 03:00:30.260899,,"communication, excel, word, outlook, problem solving, powerpoint"
"Data Analytics, Lead",Alldus,Anywhere,via LinkedIn,2023-05-31 03:00:30.260899,175000.0,"aws, python"
Implements Google Analytics 4,Upwork,Anywhere,via Upwork,2023-05-31 03:00:30.260899,,
Principal IT Data Analyst,Fidelity Investments,United States,via Trabajo.org,2023-05-31 03:00:30.260899,,"communication, sql, presentation skills, python, data lakes, snowflake, jira"
Macros; Data analyst/BI expert to help automate a series of...,Upwork,Anywhere,via Upwork,2023-05-31 03:00:33.058390,124800.0,excel
"Healthcare Data Exchange Analyst (HIX, Informatics, clinical data)",Strategic Staffing Solutions,Anywhere,via LinkedIn,2023-05-31 03:00:33.058390,124800.0,"communication, tableau, creativity, aws, sql, python"
Data Analyst Lead Software Engineer,Ampcus Incorporated,United States,via Trabajo.org,2023-05-31 03:00:33.058390,,"communication, python, azure, power bi, sql, javascript, c, presentation skills"
Business Systems Data Analyst,MTC Holding Corporation,"Topeka, KS",via Trabajo.org,2023-05-31 03:00:33.058390,,time management
"Data Scientist, Personalization",Sud Recruiting,Anywhere,via LinkedIn,2023-05-31 03:00:33.058390,,"communication, python, machine learning, critical thinking"
Data Librarian,Climate Control Group,"Oklahoma City, OK",via ZipRecruiter,2023-05-31 03:00:33.058390,,communication
Cylinder Control Data Analyst,Praxair,United States,via Trabajo.org,2023-05-31 03:00:33.058390,,"communication, excel, integrity"
"Optimization Analyst, USH",The Fountain Group,United States,via LinkedIn,2023-05-31 03:00:33.058390,,excel
Telecom Data Scientist,Insight Global,Anywhere,via LinkedIn,2023-05-31 03:00:33.058390,156000.0,sql
Junior Data Quality Analyst,Arthur Lawrence,"Springfield, MO",via Trabajo.org,2023-05-31 03:00:33.058390,,"integrity, collaboration"
Data Scientist,Eliassen Group,Anywhere,via LinkedIn,2023-05-31 03:00:35.109264,130000.0,"communication, machine learning, sql"
*Budget Analyst - CTO,University of Oklahoma,"Oklahoma City, OK",via ZipRecruiter,2023-05-31 03:00:35.109264,,"communication, problem solving, negotiation, decision making"
BLUE CARBON -Data Grunts,Upwork,Anywhere,via Upwork,2023-05-31 03:00:35.109264,,
Data Scientist,IXIS,Anywhere,via LinkedIn,2023-05-31 03:00:35.109264,,"r, aws, communication, python, gitlab, machine learning, sql, critical thinking, dplyr"
Data Integration Lead,Hexaware Technologies,United States,via LinkedIn,2023-05-31 03:00:35.109264,,"linux, sql, pl/sql, perl"
Predictive Analytics expert to sense check project idea,Upwork,Anywhere,via Upwork,2023-05-31 03:00:35.109264,119600.0,
BI Visualization Analyst,"Ursus, Inc.",Anywhere,via LinkedIn,2023-05-31 03:00:35.109264,,"tableau, sql"
Entry Analyst,Trigint Solutions,United States,via LinkedIn,2023-05-31 03:00:35.109264,,interpersonal skills
Business Intelligence Analyst,Paychex,Anywhere,via LinkedIn,2023-05-31 03:00:35.109264,,"excel, crystal, sharepoint, decision making, analytical thinking"
Data Engineer II,Javara,Anywhere,via LinkedIn,2023-05-31 03:00:35.109264,,"azure, power bi, spark, scala, aws, integrity, python, snowflake"
Data Engineer II,Javara,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"azure, power bi, spark, scala, aws, integrity, python, snowflake"
Data Analyst (Remote),Jenius Bank,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"communication, power bi, machine learning, tableau, sql, integrity, python, jira, flexibility"
Data Analyst,Millennial Specialty Insurance,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"azure, power bi, spreadsheet, excel, sql"
Market Research Data Analyst - Redfin Land Property Data...,Upwork,Anywhere,via Upwork,2023-05-31 03:00:51.021814,,"communication, integrity, spreadsheet, flexibility"
DWC Senior Research/Data Analyst,State of Missouri,"Jefferson City, MO",via LinkedIn,2023-05-31 03:00:51.021814,,"sas, tableau, sql"
Business Data Analyst - R01525166,Brillio,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,
"Senior Analyst, Data Analytics",Oscar Health,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"looker, r, excel, sql, python"
Marketing Operational Data Scientist (Remote),Strategic Financial Solutions NY,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"communication, azure, r, go, sql, python, collaboration"
Data Scientist,Oportun,Anywhere,via LinkedIn,2023-05-31 03:00:51.021814,,"machine learning, sql"
Data Analytics Internship - Supply Chain,Herff Jones,United States,via LinkedIn,2023-05-31 03:00:51.021814,,"motivation, r, excel, python, flexibility"
Data Analyst,Allied OneSource,"Topeka, KS",via LinkedIn,2023-06-03 03:00:10.268923,,"r, sas, communication, python, tableau, sql, spss, power bi"
Data Analyst,Insight Global,Anywhere,via LinkedIn,2023-06-03 03:00:10.268923,90000.0,"power bi, tableau, sql, javascript"
Data analyst,ApTask,"Wichita, KS",via Dice,2023-06-03 03:00:10.268923,,"vba, excel, tableau, power bi"
Data Analyst,Tech Mahindra,Anywhere,via ZipRecruiter,2023-06-03 03:00:10.268923,95000.0,"vba, excel, tableau, power bi"
Data Analyst,Curriculum Associates,Anywhere,via LinkedIn,2023-06-03 03:00:10.268923,,"github, sas, communication, excel, word, sql"
"Senior Data Analyst, Business Insights - US, Remote",Guidewire Software,Anywhere,via Startup Jobs,2023-06-03 03:00:10.268923,,"c, r, aws, go, sql, presentation skills, julia, python, git"
Data Analyst,TEKsystems,"Oklahoma City, OK",via Indeed,2023-06-03 03:00:10.268923,,"communication, excel, sql"
Evaluation Data Analyst (Remote),Talentify.io,Anywhere,via LinkedIn,2023-06-03 03:00:10.268923,,
SQL Data Analyst,HonorVet Technologies,Anywhere,via ZipRecruiter,2023-06-03 03:00:10.268923,,"ssrs, t-sql, sql, power bi"
Product Data Analyst,"Perceptyx, Inc.",Anywhere,via Startup Jobs,2023-06-03 03:00:10.268923,,"communication, looker, r, sql, spss, python, flexibility"
Senior Data Analyst - Cox Business - Now Hiring,Cox Communications,"Yukon, OK",via Snagajob,2023-06-03 03:00:13.269970,,"communication, tableau, interpersonal skills, excel, flexibility"
Data analyst,Saxon AI,United States,via Trabajo.org,2023-06-03 03:00:13.269970,,"power bi, tableau"
Finance Data Analyst,Koch Industries,"Wichita, KS",via Jora,2023-06-03 03:00:13.269970,,"tableau, sql, alteryx, flexibility"
Data Analyst,Institute for Health Metrics and Evaluation,Anywhere,via LinkedIn,2023-06-03 03:00:13.269970,,
Excel Expert & Data Analyst Needed for Creating Dynamic Reporting...,Upwork,Anywhere,via Upwork,2023-06-03 03:00:13.269970,,excel
Ops Data Analyst,myGwork,"Kansas City, KS",via Recruit.net,2023-06-03 03:00:13.269970,,"communication, power bi, problem solving, tableau, excel, sql, decision making, snowflake, sap"
Public Health Data Analyst - Hybrid,Rumph & Associates,United States,via Indeed,2023-06-03 03:00:13.269970,,"communication, html, power bi, word, power bi, sas, r, excel, sql, outlook, presentation skills, spss"
Data Analyst,ICONMA,Anywhere,via ICONMA - Talentify,2023-06-03 03:00:13.269970,61630.40000000001,"communication, excel, problem solving"
Healthcare Data Analyst - Provider Analytics,CareCentrix,United States,via KSNT Jobs,2023-06-03 03:00:13.269970,61000.0,"excel, sql"
Associate Research Data Analyst Central Office,State of Missouri,"Jefferson City, MO",via ZipRecruiter,2023-06-03 03:00:13.269970,,"communication, tableau, excel"
Financial Data Analyst,EquipmentShare,Anywhere,via Indeed,2023-06-03 03:00:15.950535,,"communication, sas, r, excel, sql, spss, python, powerpoint"
Data Analyst Behavioral Health - Remote,UnitedHealth Group,"Kansas City, MO",via FOX21News Jobs,2023-06-03 03:00:15.950535,,"communication, word, tableau, critical thinking, interpersonal skills, excel, outlook, presentation skills, flexibility, powerpoint"
Senior Data Analyst - Cox Business,Cox Communications,"Tuttle, OK",via Central Illinois Proud Jobs,2023-06-03 03:00:15.950535,,"communication, tableau, interpersonal skills, excel, flexibility"
"Senior Data Analyst - Cox Business (Oklahoma City, OK)",Cox Enterprises,United States,via Built In,2023-06-03 03:00:15.950535,,"communication, tableau, interpersonal skills, excel, flexibility"
Technical Analyst III - Data Management Operational Excellence,BOK Financial Corporation,"Tulsa, OK",via Ladders,2023-06-03 03:00:15.950535,125000.0,"communication, power bi, problem solving, initiative, ssrs, sql, ssis"
Data Analyst II,Corporate,"Kansas City, MO",via ComputerJobs,2023-06-03 03:00:15.950535,,"excel, sql, flexibility, power bi"
Data Analyst,Spreedly,United States,via Trabajo.org,2023-06-03 03:00:15.950535,,"github, looker, r, decision making, python, collaboration"
Marketing Data Analyst,Insight Global,Anywhere,via LinkedIn,2023-06-03 03:00:15.950535,125000.0,"r, sas, communication, python, tableau, machine learning"
Senior Data Analyst - Cox Business,Cox Communications,"Arcadia, OK",via FOX 5 San Diego Jobs,2023-06-03 03:00:15.950535,,"communication, tableau, interpersonal skills, excel, flexibility"
Raisers Edge Data Analyst,Upwork,Anywhere,via Upwork,2023-06-03 03:00:15.950535,72800.0,
Senior Data Analyst - Cox Business,Cox Communications,"Warr Acres, OK",via My ArkLaMiss Jobs,2023-06-03 03:00:18.585388,,"communication, tableau, interpersonal skills, excel, flexibility"
Data Analyst,Fulton Bank,United States,via Trabajo.org,2023-06-03 03:00:18.585388,,"problem solving, sas, r, excel, sql, python"
Associate Data Analytics Manager(CPG),NielsenIQ,"Springdale, AR",via Ai-Jobs.net,2023-06-03 03:00:18.585388,132500.0,"time management, communication, power bi, tableau, critical thinking, adaptability"
Data Analyst,ICONMA,Anywhere,via ICONMA - Talentify,2023-06-03 03:00:18.585388,98415.2,"communication, excel, collaboration, powerpoint"
Senior Clinical Data Quality Analyst,Verinovum,"Tulsa, OK",via Indeed,2023-06-03 03:00:18.585388,,"sql, critical thinking"
Data Analyst,Infobahn Softworld Inc,Anywhere,via LinkedIn,2023-06-03 03:00:18.585388,,
Senior Data Analyst - Cox Business,Cox Communications,"Spencer, OK",via WLNS Jobs,2023-06-03 03:00:18.585388,,"communication, tableau, interpersonal skills, excel, flexibility"
Data Analyst,CARDINAL SERVICES LTD.,United States,via Trabajo.org,2023-06-03 03:00:18.585388,,"sas, power bi, ssrs, spreadsheet, excel, word, sql, outlook, presentation skills, flexibility, powerpoint"
Data Analyst,SDG Group USA,United States,via LinkedIn,2023-06-03 03:00:18.585388,,"communication, sql, python, collaboration"
Sr. Business Analyst (Data Quality / Data Governance / Data...,HAYS,United States,via Indeed,2023-06-03 03:00:18.585388,,sql
Expert Power BI Data Analyst Required by our Software House ...,Upwork,Anywhere,via Upwork,2023-06-03 03:00:20.651456,78000.0,"communication, power bi, tableau, qlik, sql, presentation skills"
Senior Data Analyst - Cox Business,Cox Communications,"Jones, OK",via WI Proud Jobs,2023-06-03 03:00:20.651456,,"communication, tableau, interpersonal skills, excel, flexibility"
Data Analyst,Crescens,United States,via Trabajo.org,2023-06-03 03:00:20.651456,,"sas, communication, excel, sql, spss"
SQL Data Analyst,HonorVet Technologies,"Bentonville, AR",via LinkedIn,2023-06-03 03:00:20.651456,,"ssrs, t-sql, sql, power bi"
Data Analyst III,Walmart,"Johnson, AR",via ZipRecruiter,2023-06-03 03:00:20.651456,,"microstrategy, power bi, spark, looker, scala, tableau, mysql, r, sql, python, sap, collaboration"
Data Analyst,Zoom,United States,via Trabajo.org,2023-06-03 03:00:20.651456,,"communication, sql"
Senior Data Analyst,GOBankingRates,Anywhere,via LinkedIn,2023-06-03 03:00:20.651456,115000.0,"communication, tableau, snowflake, excel, sql, critical thinking"
Senior Data Analyst - Cox Business,Cox Communications,"Choctaw, OK",via My ArkLaMiss Jobs,2023-06-03 03:00:20.651456,,"communication, tableau, interpersonal skills, excel, flexibility"
QuickBooks Specialist / Financial Data Analyst - Contract to Hire,Upwork,Anywhere,via Upwork,2023-06-03 03:00:20.651456,,communication
Data Analyst IV,Radancy,"Kansas City, MO",via Trabajo.org,2023-06-03 03:00:20.651456,,"python, flexibility, power bi"
Business Analyst/IT Analyst/Data Analyst-1395808,"Cisco Systems, Inc.",Anywhere,via Diversity Jobs,2023-06-03 03:00:23.259936,,"communication, analytical thinking, nosql"
Data Analyst,"Dovel Technologies, LLC",United States,via Jooble,2023-06-03 03:00:23.259936,,"communication, tableau, sql"
Data Analyst II,Lockton Companies,"Kansas City, MO",via ZipRecruiter,2023-06-03 03:00:23.259936,,"communication, initiative, power bi, tableau, excel, sql, accountability, integrity"
Senior Data Analyst - Cox Business,Cox Communications,"Moore, OK",via WI Proud Jobs,2023-06-03 03:00:23.259936,,"communication, tableau, interpersonal skills, excel, flexibility"
"Data Analyst, Publisher Services",SoundExchange,Anywhere,via LinkedIn,2023-06-03 03:00:23.259936,,"pl/sql, initiative, postgres, excel, sql, integrity"
Visual Data Analyst,Sierra Solutions Group,United States,via Trabajo.org,2023-06-03 03:00:23.259936,,"java, communication, python, data lakes, scala, tableau, no-sql, sql, javascript, presentation skills"
Business Data Analyst II,Texas State Technical College,United States,via LinkedIn,2023-06-03 03:00:23.259936,,"communication, spreadsheet, accountability, integrity"
Data Engineer and Analyst for a growing startup to build a data...,Upwork,Anywhere,via Upwork,2023-06-03 03:00:23.259936,62400.0,"aws, tableau, sql"
Data Analyst - Defense Aftermarket,Beechcraft Aircraft,"Wichita, KS",via ZipRecruiter,2023-06-03 03:00:23.259936,,"r, sas, communication, python, power bi, tableau, excel, dax, sql, alteryx, collaboration, powerpoint"
Data Analyst,Sphere Entertainment,United States,via Trabajo.org,2023-06-03 03:00:23.259936,,"communication, tableau, go, sql, presentation skills, python"
"Data Analyst, Publisher Services",SoundExchange,Anywhere,via LinkedIn,2023-06-03 03:00:25.392322,,"pl/sql, initiative, postgres, excel, sql, integrity"
Senior Data Analyst - Cox Business,Cox Communications,"The Village, OK",via Central Illinois Proud Jobs,2023-06-03 03:00:25.392322,,"communication, tableau, interpersonal skills, excel, flexibility"
Junior Data Analyst,"Staffigo Technical Services, LLC","Oklahoma City, OK",via Trabajo.org,2023-06-03 03:00:25.392322,,"communication, power bi, tableau, excel, integrity"
Data Engineer and Analyst for a growing startup to build a data...,Upwork,Anywhere,via Upwork,2023-06-03 03:00:25.392322,62400.0,"aws, tableau, sql"
Climate Data Analyst,Institute for SustaiCommunications Officernable Communities,Anywhere,via LinkedIn,2023-06-03 03:00:25.392322,78500.0,"time management, communication, resilience, r, spreadsheet, integrity, spss"
Sr Data Analyst,"Target Brands, Inc.",United States,via Trabajo.org,2023-06-03 03:00:25.392322,,"r, communication, python, sql"
Senior Data Analyst - Cox Business,Cox Communications,"Moore, OK",via PIX11 Jobs,2023-06-03 03:00:25.392322,,"communication, tableau, interpersonal skills, excel, flexibility"
Marketing Data Analyst,Insight Global,Anywhere,via LinkedIn,2023-06-03 03:00:25.392322,125000.0,"r, sas, communication, python, tableau, machine learning"
Medical Data Analyst,Ascension,"Tulsa, OK",via Trabajo.org,2023-06-03 03:00:25.392322,,"communication, flexibility"
"Intern, Financial Data Analyst",Orion,Anywhere,via LinkedIn,2023-06-03 03:00:25.392322,,"go, spreadsheet"
Informaticist/Data Analyst,Integra Connect,Anywhere,via LinkedIn,2023-06-03 03:00:26.888487,,"communication, sas, tableau, excel, sql, decision making"
Sr. Data Engineer (Data Analytics & AI),DDI | Development Dimensions International,Anywhere,via LinkedIn,2023-06-03 03:00:26.888487,,"communication, azure, power bi, pl/sql, data lake, scala, aws, sql, integrity, python, git, ssis"
